Date,Description,Amount,Type,Predicted_Label
2025-06-18,Award for best employee,28949,CREDIT,INCOME
2025-06-28,Closure Proceeds from NPS,43284,DEBIT,SAVINGS
2025-06-10,Closure Proceeds from LIC Policy,15232,DEBIT,SAVINGS
2025-06-25,Recurring Deposit started at HDFC Bank,31771,DEBIT,SAVINGS
2025-06-09,Subscription Renewal - Netflix,19623,DEBIT,EXPENSE
2025-06-06,Transfer to Fixed Deposit,43712,DEBIT,SAVINGS
2025-06-23,Maturity Proceeds from FD,45783,DEBIT,SAVINGS
2025-06-14,Salary credited from XYZ Pvt Ltd,84681,CREDIT,INCOME
2025-06-07,NPS Contribution,28221,DEBIT,SAVINGS
2025-06-25,Transfer to Child Plan,26807,DEBIT,SAVINGS
2025-06-23,Refund from Amazon,66859,CREDIT,INCOME
2025-06-04,Refund from Amazon,71039,CREDIT,INCOME
2025-06-17,Grocery Shopping at Flipkart,8876,DEBIT,EXPENSE
2025-06-19,Gift received from Family,98360,CREDIT,INCOME
2025-06-28,Transfer to NPS Account,18806,DEBIT,SAVINGS
2025-06-15,Investment in ICICI Prudential,39142,DEBIT,SAVINGS
2025-06-12,ATM Cash Withdrawal,15480,DEBIT,EXPENSE
2025-06-20,Award for best employee,22544,CREDIT,INCOME
2025-06-01,Grocery Shopping at Apollo Pharmacy,16889,DEBIT,EXPENSE
2025-06-28,Goal Based Savings Transfer,44372,DEBIT,SAVINGS
2025-06-01,Medical Consultation at Big Bazaar,2731,DEBIT,EXPENSE
2025-06-01,Medical Consultation at Cafe Coffee Day,3483,DEBIT,EXPENSE
2025-06-23,Investment in Axis Bluechip,4509,DEBIT,SAVINGS
2025-06-17,Transfer to Recurring Deposit,11837,DEBIT,SAVINGS
2025-06-09,Transfer to Recurring Deposit,35541,DEBIT,SAVINGS
2025-06-25,ATM Cash Withdrawal,10949,DEBIT,EXPENSE
2025-06-15,Sweep-in to Savings,23184,DEBIT,SAVINGS
2025-06-08,Transfer to NPS Account,23769,DEBIT,SAVINGS
2025-06-04,LIC Premium Payment,47104,DEBIT,SAVINGS
2025-06-21,ATM Cash Withdrawal,5558,DEBIT,EXPENSE
2025-06-27,Sweep-in to Savings,18381,DEBIT,SAVINGS
2025-06-13,Consulting payment from TCS,27952,CREDIT,INCOME
2025-06-28,Recurring Deposit started at PNB,35258,DEBIT,SAVINGS
2025-06-16,Transfer to Child Plan,30021,DEBIT,SAVINGS
2025-06-01,Transfer to PPF Account,24846,DEBIT,SAVINGS
2025-06-04,Transfer to Fixed Deposit,17321,DEBIT,SAVINGS
2025-06-01,Salary credited from XYZ Pvt Ltd,94792,CREDIT,INCOME
2025-06-01,Transfer to NPS Account,23913,DEBIT,SAVINGS
2025-06-01,POS/AMAZON IN/Online Shopping,7178,DEBIT,EXPENSE
2025-06-26,Electricity Bill Payment,18858,DEBIT,EXPENSE
2025-06-08,Dividend from Mutual Fund,46354,CREDIT,INCOME
2025-06-21,Transfer to Education Fund,30719,DEBIT,SAVINGS
2025-06-03,POS/AMAZON IN/Online Shopping,6955,DEBIT,EXPENSE
2025-06-24,Electricity Bill Payment,14605,DEBIT,EXPENSE
2025-06-03,Salary credited from XYZ Pvt Ltd,59942,CREDIT,INCOME
2025-06-07,Dividend from Mutual Fund,17467,CREDIT,INCOME
2025-06-07,Maturity Proceeds from PPF,26790,DEBIT,SAVINGS
2025-06-12,Grocery Shopping at Flipkart,8927,DEBIT,EXPENSE
2025-06-09,Transfer to Fixed Deposit,3107,DEBIT,SAVINGS
2025-06-01,Maturity Proceeds from RD,18277,DEBIT,SAVINGS
2025-06-20,Investment in Axis Bluechip,28932,DEBIT,SAVINGS
2025-06-11,ATM Cash Withdrawal,18651,DEBIT,EXPENSE
2025-06-02,Transfer to Recurring Deposit,9445,DEBIT,SAVINGS
2025-06-17,Recurring Deposit started at SBI,23863,DEBIT,SAVINGS
2025-06-05,Transfer to Recurring Deposit,39385,DEBIT,SAVINGS
2025-06-27,Goal Based Savings Transfer,27931,DEBIT,SAVINGS
2025-06-03,NPS Contribution,27587,DEBIT,SAVINGS
2025-06-19,Fuel Purchase at Indian Oil,1480,DEBIT,EXPENSE
2025-06-05,Interest from Savings Account,84729,CREDIT,INCOME
2025-06-19,Fixed Deposit opened at PNB,2646,DEBIT,SAVINGS
2025-06-04,Fuel Purchase at Big Bazaar,16125,DEBIT,EXPENSE
2025-06-15,Award for best employee,69183,CREDIT,INCOME
2025-06-11,PPF Deposit,11790,DEBIT,SAVINGS
2025-06-05,Medical Consultation at Big Bazaar,8846,DEBIT,EXPENSE
2025-06-19,ATM Cash Withdrawal,15569,DEBIT,EXPENSE
2025-06-22,LIC Premium Payment,4804,DEBIT,SAVINGS
2025-06-05,Dining Out at Apollo Pharmacy,1279,DEBIT,EXPENSE
2025-06-16,Consulting payment from XYZ Pvt Ltd,42387,CREDIT,INCOME
2025-06-06,Medical Consultation at Big Bazaar,3968,DEBIT,EXPENSE
2025-06-17,POS/AMAZON IN/Online Shopping,12945,DEBIT,EXPENSE
2025-06-06,Goal Based Savings Transfer,13323,DEBIT,SAVINGS
2025-06-20,Electricity Bill Payment,6991,DEBIT,EXPENSE
2025-06-13,Electricity Bill Payment,17108,DEBIT,EXPENSE
2025-06-18,POS/AMAZON IN/Online Shopping,13755,DEBIT,EXPENSE
2025-06-02,Closure Proceeds from RD,34037,DEBIT,SAVINGS
2025-06-15,Sweep-in to Savings,33535,DEBIT,SAVINGS
2025-06-26,RD Installment at HDFC Bank,11331,DEBIT,SAVINGS
2025-06-09,Fixed Deposit opened at Axis Bank,18106,DEBIT,SAVINGS
2025-06-12,Dining Out at Indian Oil,10911,DEBIT,EXPENSE
2025-06-26,Credit Card Bill Payment,1967,DEBIT,EXPENSE
2025-06-17,RD Installment at SBI,26275,DEBIT,SAVINGS
2025-06-25,ATM Cash Withdrawal,5580,DEBIT,EXPENSE
2025-06-08,ATM Cash Withdrawal,5748,DEBIT,EXPENSE
2025-06-06,Transfer to Fixed Deposit,28585,DEBIT,SAVINGS
2025-06-18,Maturity Proceeds from PPF,26348,DEBIT,SAVINGS
2025-06-20,RD Installment at HDFC Bank,48968,DEBIT,SAVINGS
2025-06-18,Electricity Bill Payment,12810,DEBIT,EXPENSE
2025-06-05,PPF Deposit,35852,DEBIT,SAVINGS
2025-06-04,Subscription Renewal - Netflix,15079,DEBIT,EXPENSE
2025-06-09,Closure Proceeds from PPF,32278,DEBIT,SAVINGS
2025-06-21,Transfer to Education Fund,13822,DEBIT,SAVINGS
2025-06-27,Salary credited from ABC Corp,13223,CREDIT,INCOME
2025-06-12,Award for best employee,90293,CREDIT,INCOME
2025-06-09,PPF Deposit,48314,DEBIT,SAVINGS
2025-06-26,ATM Cash Withdrawal,10608,DEBIT,EXPENSE
2025-06-02,Credit Card Bill Payment,5587,DEBIT,EXPENSE
2025-06-22,Interest from Savings Account,77938,CREDIT,INCOME
2025-06-23,Salary credited from XYZ Pvt Ltd,51040,CREDIT,INCOME
2025-06-09,POS/AMAZON IN/Online Shopping,9165,DEBIT,EXPENSE
2025-06-21,Investment in ICICI Prudential,10566,DEBIT,SAVINGS
2025-06-01,Closure Proceeds from PPF,12767,DEBIT,SAVINGS
2025-06-04,Dividend from Mutual Fund,46702,CREDIT,INCOME
2025-06-23,Gift received from Family,79050,CREDIT,INCOME
2025-06-20,Gift received from Family,16019,CREDIT,INCOME
2025-06-05,Investment in SBI Magnum,27355,DEBIT,SAVINGS
2025-06-10,Closure Proceeds from RD,12956,DEBIT,SAVINGS
2025-06-25,Interest from Savings Account,77290,CREDIT,INCOME
2025-06-23,Transfer to Education Fund,9743,DEBIT,SAVINGS
2025-06-02,SIP to UTI Flexi Cap,15183,DEBIT,SAVINGS
2025-06-24,Transfer to PPF Account,47623,DEBIT,SAVINGS
2025-06-16,Credit Card Bill Payment,7271,DEBIT,EXPENSE
2025-06-13,UPI payment to Amazon,18095,DEBIT,EXPENSE
2025-06-19,Credit Card Bill Payment,4327,DEBIT,EXPENSE
2025-06-09,FD Creation at SBI,41410,DEBIT,SAVINGS
2025-06-25,Sweep-in to Savings,47768,DEBIT,SAVINGS
2025-06-11,ATM Cash Withdrawal,3948,DEBIT,EXPENSE
2025-06-18,Transfer to Recurring Deposit,26605,DEBIT,SAVINGS
2025-06-28,LIC Premium Payment,5253,DEBIT,SAVINGS
2025-06-04,Gift received from Family,45318,CREDIT,INCOME
2025-06-27,UPI payment to Myntra,3485,DEBIT,EXPENSE
2025-06-13,Interest from Savings Account,4430,CREDIT,INCOME
2025-06-03,Recurring Deposit started at HDFC Bank,44006,DEBIT,SAVINGS
2025-06-13,Recurring Deposit started at SBI,38492,DEBIT,SAVINGS
2025-06-21,Credit Card Bill Payment,8869,DEBIT,EXPENSE
2025-06-07,Refund from Amazon,90099,CREDIT,INCOME
2025-06-13,Dividend from Mutual Fund,56836,CREDIT,INCOME
2025-06-03,Medical Consultation at Myntra,10858,DEBIT,EXPENSE
2025-06-02,NPS Contribution,5036,DEBIT,SAVINGS
2025-06-23,Goal Based Savings Transfer,34727,DEBIT,SAVINGS
2025-06-04,Recurring Deposit started at HDFC Bank,35386,DEBIT,SAVINGS
2025-06-04,Consulting payment from INFOSYS LTD,37997,CREDIT,INCOME
2025-06-22,Transfer to Education Fund,40148,DEBIT,SAVINGS
2025-06-09,Credit Card Bill Payment,12091,DEBIT,EXPENSE
2025-06-21,Refund from Amazon,12609,CREDIT,INCOME
2025-06-21,POS/AMAZON IN/Online Shopping,17581,DEBIT,EXPENSE
2025-06-21,Auto Sweep to FD,5915,DEBIT,SAVINGS
2025-06-10,Grocery Shopping at Amazon,4684,DEBIT,EXPENSE
2025-06-18,Subscription Renewal - Netflix,16086,DEBIT,EXPENSE
2025-06-24,NPS Contribution,47634,DEBIT,SAVINGS
2025-06-24,Dining Out at Big Bazaar,12273,DEBIT,EXPENSE
2025-06-11,Award for best employee,77524,CREDIT,INCOME
2025-06-10,Transfer to Child Plan,8060,DEBIT,SAVINGS
2025-06-06,POS/AMAZON IN/Online Shopping,123,DEBIT,EXPENSE
2025-06-16,FD Creation at SBI,39253,DEBIT,SAVINGS
2025-06-27,UPI payment to Amazon,12263,DEBIT,EXPENSE
2025-06-19,Mutual Fund Investment - HDFC Top 100,14585,DEBIT,SAVINGS
2025-06-22,Medical Consultation at Cafe Coffee Day,3417,DEBIT,EXPENSE
2025-06-14,UPI payment to Apollo Pharmacy,7589,DEBIT,EXPENSE
2025-06-08,Recurring Deposit started at Axis Bank,23457,DEBIT,SAVINGS
2025-06-02,SIP to ICICI Prudential,11671,DEBIT,SAVINGS
2025-06-28,LIC Premium Payment,28134,DEBIT,SAVINGS
2025-06-16,Auto Sweep to FD,7921,DEBIT,SAVINGS
2025-06-22,ATM Cash Withdrawal,14051,DEBIT,EXPENSE
2025-06-24,Interest from Savings Account,27165,CREDIT,INCOME
2025-06-27,Investment in ICICI Prudential,5432,DEBIT,SAVINGS
2025-06-28,Goal Based Savings Transfer,20128,DEBIT,SAVINGS
2025-06-19,POS/AMAZON IN/Online Shopping,15836,DEBIT,EXPENSE
2025-06-10,PPF Deposit,39652,DEBIT,SAVINGS
2025-06-07,Subscription Renewal - Netflix,8648,DEBIT,EXPENSE
2025-06-05,Recurring Deposit started at ICICI Bank,13897,DEBIT,SAVINGS
2025-06-27,Transfer to Education Fund,9577,DEBIT,SAVINGS
2025-06-25,Consulting payment from ABC Corp,87735,CREDIT,INCOME
2025-06-20,Credit Card Bill Payment,14525,DEBIT,EXPENSE
2025-06-12,Consulting payment from INFOSYS LTD,10577,CREDIT,INCOME
2025-06-05,Interest from Savings Account,4490,CREDIT,INCOME
2025-06-13,FD Creation at Axis Bank,3908,DEBIT,SAVINGS
2025-06-23,Auto Sweep to FD,20754,DEBIT,SAVINGS
2025-06-13,POS/AMAZON IN/Online Shopping,14168,DEBIT,EXPENSE
2025-06-02,Fuel Purchase at Myntra,10226,DEBIT,EXPENSE
2025-06-24,Salary credited from XYZ Pvt Ltd,38333,CREDIT,INCOME
2025-06-01,Investment in SBI Magnum,22564,DEBIT,SAVINGS
2025-06-15,Grocery Shopping at Big Bazaar,15801,DEBIT,EXPENSE
2025-06-09,NPS Contribution,36175,DEBIT,SAVINGS
2025-06-02,Interest from Savings Account,20332,CREDIT,INCOME
2025-06-27,Transfer to Fixed Deposit,9501,DEBIT,SAVINGS
2025-06-12,Salary credited from ABC Corp,69625,CREDIT,INCOME
2025-06-21,Interest from Savings Account,56740,CREDIT,INCOME
2025-06-04,POS/AMAZON IN/Online Shopping,5425,DEBIT,EXPENSE
2025-06-01,POS/AMAZON IN/Online Shopping,9301,DEBIT,EXPENSE
2025-06-07,Consulting payment from INFOSYS LTD,31875,CREDIT,INCOME
2025-06-28,Dining Out at Big Bazaar,17319,DEBIT,EXPENSE
2025-06-18,Award for best employee,54315,CREDIT,INCOME
2025-06-04,Goal Based Savings Transfer,32780,DEBIT,SAVINGS
2025-06-02,Refund from Amazon,63350,CREDIT,INCOME
2025-06-11,Interest from Savings Account,3826,CREDIT,INCOME
2025-06-26,Consulting payment from TCS,98165,CREDIT,INCOME
2025-06-15,Refund from Amazon,42626,CREDIT,INCOME
2025-06-13,Subscription Renewal - Netflix,9408,DEBIT,EXPENSE
2025-06-25,Grocery Shopping at Apollo Pharmacy,6465,DEBIT,EXPENSE
2025-06-17,Auto Sweep to FD,37362,DEBIT,SAVINGS
2025-06-12,Dividend from Mutual Fund,17400,CREDIT,INCOME
2025-06-03,Auto Sweep to FD,47037,DEBIT,SAVINGS
2025-06-21,Grocery Shopping at Indian Oil,19034,DEBIT,EXPENSE
2025-06-01,Refund from Amazon,67742,CREDIT,INCOME
2025-06-02,SIP to UTI Flexi Cap,33546,DEBIT,SAVINGS
2025-06-19,Transfer to Education Fund,30504,DEBIT,SAVINGS
2025-06-23,Sweep-in to Savings,40130,DEBIT,SAVINGS
2025-06-24,Maturity Proceeds from PPF,15850,DEBIT,SAVINGS
2025-06-20,SIP to Axis Bluechip,46321,DEBIT,SAVINGS
2025-06-02,LIC Premium Payment,10732,DEBIT,SAVINGS
2025-06-22,Transfer to Child Plan,14200,DEBIT,SAVINGS
2025-06-10,Refund from Amazon,31765,CREDIT,INCOME
2025-06-20,Recurring Deposit started at HDFC Bank,46454,DEBIT,SAVINGS
2025-06-19,Interest from Savings Account,36836,CREDIT,INCOME
2025-06-04,Interest from Savings Account,43923,CREDIT,INCOME
2025-06-20,Transfer to Recurring Deposit,3560,DEBIT,SAVINGS
2025-06-04,Subscription Renewal - Netflix,2750,DEBIT,EXPENSE
2025-06-01,SIP to HDFC Top 100,40974,DEBIT,SAVINGS
2025-06-06,Consulting payment from XYZ Pvt Ltd,36117,CREDIT,INCOME
2025-06-28,Electricity Bill Payment,15093,DEBIT,EXPENSE
2025-06-01,Transfer to Recurring Deposit,20296,DEBIT,SAVINGS
2025-06-13,Medical Consultation at Myntra,4411,DEBIT,EXPENSE
2025-06-08,Interest from Savings Account,25416,CREDIT,INCOME
2025-06-02,Dividend from Mutual Fund,30413,CREDIT,INCOME
2025-06-12,Fuel Purchase at Cafe Coffee Day,11451,DEBIT,EXPENSE
2025-06-28,ATM Cash Withdrawal,18421,DEBIT,EXPENSE
2025-06-09,Grocery Shopping at Myntra,18052,DEBIT,EXPENSE
2025-06-16,Transfer to Child Plan,36087,DEBIT,SAVINGS
2025-06-22,Fixed Deposit opened at HDFC Bank,24506,DEBIT,SAVINGS
2025-06-03,Dining Out at Big Bazaar,7042,DEBIT,EXPENSE
2025-06-05,Investment in UTI Flexi Cap,14614,DEBIT,SAVINGS
2025-06-07,Refund from Amazon,53454,CREDIT,INCOME
2025-06-02,ATM Cash Withdrawal,1126,DEBIT,EXPENSE
2025-06-16,Consulting payment from ABC Corp,22165,CREDIT,INCOME
2025-06-17,Grocery Shopping at Indian Oil,2848,DEBIT,EXPENSE
2025-06-06,FD Creation at ICICI Bank,17258,DEBIT,SAVINGS
2025-06-08,Grocery Shopping at Cafe Coffee Day,6459,DEBIT,EXPENSE
2025-06-27,ATM Cash Withdrawal,12455,DEBIT,EXPENSE
2025-06-04,Dividend from Mutual Fund,87541,CREDIT,INCOME
2025-06-27,UPI payment to Amazon,6347,DEBIT,EXPENSE
2025-06-26,UPI payment to Myntra,1608,DEBIT,EXPENSE
2025-06-05,Dining Out at Cafe Coffee Day,5978,DEBIT,EXPENSE
2025-06-17,Gift received from Family,61822,CREDIT,INCOME
2025-06-13,PPF Deposit,8459,DEBIT,SAVINGS
2025-06-18,UPI payment to Flipkart,14276,DEBIT,EXPENSE
2025-06-28,Transfer to Education Fund,3181,DEBIT,SAVINGS
2025-06-27,Consulting payment from XYZ Pvt Ltd,84252,CREDIT,INCOME
2025-06-16,Maturity Proceeds from PPF,10814,DEBIT,SAVINGS
2025-06-25,Consulting payment from TCS,93113,CREDIT,INCOME
2025-06-22,Refund from Amazon,53069,CREDIT,INCOME
2025-06-25,UPI payment to Myntra,5876,DEBIT,EXPENSE
2025-06-21,POS/AMAZON IN/Online Shopping,16725,DEBIT,EXPENSE
2025-06-26,Dining Out at Big Bazaar,19104,DEBIT,EXPENSE
2025-06-12,POS/AMAZON IN/Online Shopping,588,DEBIT,EXPENSE
2025-06-09,Fixed Deposit opened at ICICI Bank,28413,DEBIT,SAVINGS
2025-06-21,Fuel Purchase at Cafe Coffee Day,3803,DEBIT,EXPENSE
2025-06-23,Investment in ICICI Prudential,45182,DEBIT,SAVINGS
2025-06-18,Medical Consultation at Flipkart,16183,DEBIT,EXPENSE
2025-06-03,Dining Out at Apollo Pharmacy,14117,DEBIT,EXPENSE
2025-06-01,Transfer to Child Plan,27989,DEBIT,SAVINGS
2025-06-06,LIC Premium Payment,33268,DEBIT,SAVINGS
2025-06-12,Interest from Savings Account,2619,CREDIT,INCOME
2025-06-09,Gift received from Family,9377,CREDIT,INCOME
2025-06-26,LIC Premium Payment,48465,DEBIT,SAVINGS
2025-06-24,Mutual Fund Investment - Axis Bluechip,20286,DEBIT,SAVINGS
2025-06-20,Fixed Deposit opened at PNB,38113,DEBIT,SAVINGS
2025-06-18,Sweep-in to Savings,16922,DEBIT,SAVINGS
2025-06-23,Medical Consultation at Cafe Coffee Day,15270,DEBIT,EXPENSE
2025-06-25,POS/AMAZON IN/Online Shopping,8387,DEBIT,EXPENSE
2025-06-22,Salary credited from XYZ Pvt Ltd,13990,CREDIT,INCOME
2025-06-10,Dividend from Mutual Fund,82339,CREDIT,INCOME
2025-06-07,Goal Based Savings Transfer,41778,DEBIT,SAVINGS
2025-06-02,Maturity Proceeds from NPS,10225,DEBIT,SAVINGS
2025-06-21,Auto Sweep to FD,35539,DEBIT,SAVINGS
2025-06-01,FD Creation at SBI,14409,DEBIT,SAVINGS
2025-06-18,Closure Proceeds from NPS,28652,DEBIT,SAVINGS
2025-06-14,ATM Cash Withdrawal,6901,DEBIT,EXPENSE
2025-06-14,Interest from Savings Account,91386,CREDIT,INCOME
2025-06-28,Investment in ICICI Prudential,6857,DEBIT,SAVINGS
2025-06-07,Refund from Amazon,80420,CREDIT,INCOME
2025-06-27,ATM Cash Withdrawal,7188,DEBIT,EXPENSE
2025-06-01,Award for best employee,4072,CREDIT,INCOME
2025-06-03,Goal Based Savings Transfer,28385,DEBIT,SAVINGS
2025-06-16,Recurring Deposit started at ICICI Bank,28339,DEBIT,SAVINGS
2025-06-10,Fixed Deposit opened at HDFC Bank,18303,DEBIT,SAVINGS
2025-06-10,Gift received from Family,40735,CREDIT,INCOME
2025-06-11,FD Creation at PNB,27382,DEBIT,SAVINGS
2025-06-14,Sweep-in to Savings,13702,DEBIT,SAVINGS
2025-06-01,Credit Card Bill Payment,13328,DEBIT,EXPENSE
2025-06-12,Transfer to NPS Account,20045,DEBIT,SAVINGS
2025-06-15,Consulting payment from XYZ Pvt Ltd,65904,CREDIT,INCOME
2025-06-08,Electricity Bill Payment,15732,DEBIT,EXPENSE
2025-06-28,Sweep-in to Savings,30857,DEBIT,SAVINGS
2025-06-16,Award for best employee,27283,CREDIT,INCOME
2025-06-08,Goal Based Savings Transfer,28187,DEBIT,SAVINGS
2025-06-10,Maturity Proceeds from NPS,9484,DEBIT,SAVINGS
2025-06-04,Transfer to Fixed Deposit,36121,DEBIT,SAVINGS
2025-06-05,Grocery Shopping at Myntra,8354,DEBIT,EXPENSE
2025-06-12,Fixed Deposit opened at SBI,15526,DEBIT,SAVINGS
2025-06-14,Maturity Proceeds from RD,37131,DEBIT,SAVINGS
2025-06-23,Credit Card Bill Payment,18203,DEBIT,EXPENSE
2025-06-06,Electricity Bill Payment,16495,DEBIT,EXPENSE
2025-06-08,Fixed Deposit opened at Axis Bank,16841,DEBIT,SAVINGS
2025-06-17,Transfer to Recurring Deposit,18545,DEBIT,SAVINGS
2025-06-14,Sweep-in to Savings,12287,DEBIT,SAVINGS
2025-06-12,Award for best employee,28368,CREDIT,INCOME
2025-06-08,Transfer to Education Fund,46820,DEBIT,SAVINGS
2025-06-05,Refund from Amazon,48047,CREDIT,INCOME
2025-06-10,ATM Cash Withdrawal,16254,DEBIT,EXPENSE
2025-06-05,Fixed Deposit opened at ICICI Bank,14079,DEBIT,SAVINGS
2025-06-23,Fixed Deposit opened at PNB,41644,DEBIT,SAVINGS
2025-06-09,Investment in HDFC Top 100,33580,DEBIT,SAVINGS
2025-06-21,Gift received from Family,36166,CREDIT,INCOME
2025-06-17,Award for best employee,11349,CREDIT,INCOME
2025-06-27,RD Installment at PNB,29486,DEBIT,SAVINGS
2025-06-01,Refund from Amazon,99311,CREDIT,INCOME
2025-06-23,Transfer to NPS Account,2265,DEBIT,SAVINGS
2025-06-09,Auto Sweep to FD,38906,DEBIT,SAVINGS
2025-06-02,Consulting payment from ABC Corp,11518,CREDIT,INCOME
2025-06-25,ATM Cash Withdrawal,14860,DEBIT,EXPENSE
2025-06-03,Transfer to Recurring Deposit,41272,DEBIT,SAVINGS
2025-06-14,Transfer to NPS Account,5194,DEBIT,SAVINGS
2025-06-09,RD Installment at PNB,10976,DEBIT,SAVINGS
2025-06-23,Award for best employee,49324,CREDIT,INCOME
2025-06-08,Electricity Bill Payment,10415,DEBIT,EXPENSE
2025-06-09,Award for best employee,98337,CREDIT,INCOME
2025-06-27,Credit Card Bill Payment,6293,DEBIT,EXPENSE
2025-06-17,Auto Sweep to FD,23293,DEBIT,SAVINGS
2025-06-16,FD Creation at ICICI Bank,38752,DEBIT,SAVINGS
2025-06-22,Goal Based Savings Transfer,4489,DEBIT,SAVINGS
2025-06-03,Credit Card Bill Payment,4035,DEBIT,EXPENSE
2025-06-19,Award for best employee,56907,CREDIT,INCOME
2025-06-20,Subscription Renewal - Netflix,16414,DEBIT,EXPENSE
2025-06-24,Transfer to Recurring Deposit,2634,DEBIT,SAVINGS
2025-06-07,Salary credited from XYZ Pvt Ltd,80527,CREDIT,INCOME
2025-06-04,ATM Cash Withdrawal,4678,DEBIT,EXPENSE
2025-06-08,Salary credited from ABC Corp,28642,CREDIT,INCOME
2025-06-18,Award for best employee,38229,CREDIT,INCOME
2025-06-15,Dividend from Mutual Fund,23389,CREDIT,INCOME
2025-06-01,Transfer to NPS Account,48356,DEBIT,SAVINGS
2025-06-05,Gift received from Family,4854,CREDIT,INCOME
2025-06-27,Fixed Deposit opened at SBI,22195,DEBIT,SAVINGS
2025-06-11,SIP to UTI Flexi Cap,33421,DEBIT,SAVINGS
2025-06-08,Dividend from Mutual Fund,23260,CREDIT,INCOME
2025-06-23,Transfer to Fixed Deposit,12686,DEBIT,SAVINGS
2025-06-01,Dividend from Mutual Fund,55661,CREDIT,INCOME
2025-06-28,Electricity Bill Payment,19354,DEBIT,EXPENSE
2025-06-20,Transfer to Education Fund,43736,DEBIT,SAVINGS
2025-06-28,Maturity Proceeds from LIC Policy,35756,DEBIT,SAVINGS
2025-06-06,Transfer to Recurring Deposit,48200,DEBIT,SAVINGS
2025-06-06,Interest from Savings Account,84039,CREDIT,INCOME
2025-06-09,Grocery Shopping at Big Bazaar,3248,DEBIT,EXPENSE
2025-06-05,Transfer to Fixed Deposit,22404,DEBIT,SAVINGS
2025-06-03,Salary credited from ABC Corp,51881,CREDIT,INCOME
2025-06-06,Sweep-in to Savings,43405,DEBIT,SAVINGS
2025-06-10,Award for best employee,78027,CREDIT,INCOME
2025-06-22,Dining Out at Indian Oil,18870,DEBIT,EXPENSE
2025-06-01,Gift received from Family,93147,CREDIT,INCOME
2025-06-16,Refund from Amazon,73799,CREDIT,INCOME
2025-06-14,Recurring Deposit started at ICICI Bank,21197,DEBIT,SAVINGS
2025-06-02,Transfer to PPF Account,29883,DEBIT,SAVINGS
2025-06-22,Goal Based Savings Transfer,26434,DEBIT,SAVINGS
2025-06-11,Refund from Amazon,89601,CREDIT,INCOME
2025-06-14,Recurring Deposit started at PNB,39542,DEBIT,SAVINGS
2025-06-06,Mutual Fund Investment - HDFC Top 100,17743,DEBIT,SAVINGS
2025-06-11,Refund from Amazon,93464,CREDIT,INCOME
2025-06-22,Award for best employee,56713,CREDIT,INCOME
2025-06-11,Salary credited from TCS,38529,CREDIT,INCOME
2025-06-27,UPI payment to Apollo Pharmacy,6503,DEBIT,EXPENSE
2025-06-04,Recurring Deposit started at HDFC Bank,47001,DEBIT,SAVINGS
2025-06-25,POS/AMAZON IN/Online Shopping,9162,DEBIT,EXPENSE
2025-06-08,Sweep-in to Savings,39777,DEBIT,SAVINGS
2025-06-04,Transfer to Child Plan,20990,DEBIT,SAVINGS
2025-06-27,Award for best employee,19179,CREDIT,INCOME
2025-06-16,Fixed Deposit opened at PNB,9015,DEBIT,SAVINGS
2025-06-24,Fuel Purchase at Apollo Pharmacy,17375,DEBIT,EXPENSE
2025-06-26,Recurring Deposit started at HDFC Bank,11475,DEBIT,SAVINGS
2025-06-18,Fuel Purchase at Flipkart,9968,DEBIT,EXPENSE
2025-06-25,Interest from Savings Account,13864,CREDIT,INCOME
2025-06-22,RD Installment at ICICI Bank,6659,DEBIT,SAVINGS
2025-06-22,Maturity Proceeds from PPF,46851,DEBIT,SAVINGS
2025-06-24,FD Creation at SBI,17252,DEBIT,SAVINGS
2025-06-19,Credit Card Bill Payment,12350,DEBIT,EXPENSE
2025-06-17,Medical Consultation at Apollo Pharmacy,14812,DEBIT,EXPENSE
2025-06-09,Gift received from Family,66892,CREDIT,INCOME
2025-06-16,Goal Based Savings Transfer,5216,DEBIT,SAVINGS
2025-06-26,Maturity Proceeds from LIC Policy,9468,DEBIT,SAVINGS
2025-06-24,UPI payment to Indian Oil,285,DEBIT,EXPENSE
2025-06-10,Electricity Bill Payment,14822,DEBIT,EXPENSE
2025-06-02,ATM Cash Withdrawal,12872,DEBIT,EXPENSE
2025-06-23,Maturity Proceeds from LIC Policy,41603,DEBIT,SAVINGS
2025-06-22,Mutual Fund Investment - HDFC Top 100,24818,DEBIT,SAVINGS
2025-06-04,Award for best employee,72052,CREDIT,INCOME
2025-06-04,Electricity Bill Payment,14839,DEBIT,EXPENSE
2025-06-12,Gift received from Family,13747,CREDIT,INCOME
2025-06-03,Credit Card Bill Payment,12946,DEBIT,EXPENSE
2025-06-01,Recurring Deposit started at SBI,48298,DEBIT,SAVINGS
2025-06-27,Electricity Bill Payment,16881,DEBIT,EXPENSE
2025-06-27,Dining Out at Apollo Pharmacy,16145,DEBIT,EXPENSE
2025-06-16,Dining Out at Cafe Coffee Day,14938,DEBIT,EXPENSE
2025-06-24,Auto Sweep to FD,43740,DEBIT,SAVINGS
2025-06-23,Recurring Deposit started at HDFC Bank,48403,DEBIT,SAVINGS
2025-06-04,Consulting payment from ABC Corp,61535,CREDIT,INCOME
2025-06-08,Interest from Savings Account,83585,CREDIT,INCOME
2025-06-09,Fixed Deposit opened at SBI,13779,DEBIT,SAVINGS
